cid,eid1,eid2,eid3,xy
508,91,358,89,"[[3.9788149450950003, 5.655323254349001], [4.303898399436, 5.349190162214001], [4.416853017905, 5.740510135846], [3.9788149450950003, 5.655323254349001]]"
509,370,357,465,"[[8.174170852977001, 8.563872190049], [7.778143605976, 8.269122775468], [8.435296140196, 7.917698258954], [8.174170852977001, 8.563872190049]]"
510,275,380,273,"[[20.298315644578, 13.688115055466001], [20.569592126137, 13.379390731967002], [20.653244687214, 13.861294435538001], [20.298315644578, 13.688115055466001]]"
511,273,380,401,"[[20.653244687214, 13.861294435538001], [20.569592126137, 13.379390731967002], [20.887093488187002, 13.627219046642], [20.653244687214, 13.861294435538001]]"
512,406,372,236,"[[8.561809865631, 9.07455965385], [8.181136564908, 9.296066957473], [8.277489319456, 8.878049076143], [8.561809865631, 9.07455965385]]"
513,209,236,372,"[[7.789449736261999, 9.165500916892999], [8.277489319456, 8.878049076143], [8.181136564908, 9.296066957473], [7.789449736261999, 9.165500916892999]]"
514,405,373,406,"[[8.780995664831, 9.450126816137], [8.525184550746, 9.420773700814001], [8.561809865631, 9.07455965385], [8.780995664831, 9.450126816137]]"
515,146,373,2,"[[8.181386308919999, 9.672650752771], [8.525184550746, 9.420773700814001], [8.489169167098, 9.829154465426], [8.181386308919999, 9.672650752771]]"
516,406,236,404,"[[8.561809865631, 9.07455965385], [8.277489319456, 8.878049076143], [8.887227282086, 8.507956180761], [8.561809865631, 9.07455965385]]"
517,407,466,408,"[[9.066252599031, 9.148349923978], [9.704100055172, 8.670366963009], [9.46483933805, 9.491898090872], [9.066252599031, 9.148349923978]]"
518,407,371,405,"[[9.066252599031, 9.148349923978], [8.970987394567, 9.72099543455], [8.780995664831, 9.450126816137], [9.066252599031, 9.148349923978]]"
519,371,2,405,"[[8.970987394567, 9.72099543455], [8.489169167098, 9.829154465426], [8.780995664831, 9.450126816137], [8.970987394567, 9.72099543455]]"
520,228,419,331,"[[38.959261254882, 12.250798599770999], [39.268603466006, 11.985741574869001], [39.479008750955, 12.285885930476999], [38.959261254882, 12.250798599770999]]"
521,420,311,453,"[[17.854943153310998, 13.397379061401], [17.638606857363, 13.693199395092002], [17.501433657908002, 13.204419158578999], [17.854943153310998, 13.397379061401]]"
522,381,420,413,"[[18.175052208464, 13.415819271681], [17.854943153310998, 13.397379061401], [18.027325411124, 12.949917834714], [18.175052208464, 13.415819271681]]"
523,467,468,469,"[[2.22535203366, -1.896706578307], [0.977893532145, -1.422482456859], [1.291922853915, -2.704908485374], [2.22535203366, -1.896706578307]]"
524,20,22,60,"[[0.535388520235, 0.197992030365], [0.8501756569399999, -0.344441649274], [0.8825393826360001, 0.35778282797899996], [0.535388520235, 0.197992030365]]"
525,386,470,387,"[[33.483333333333, 13.716666666666999], [33.237100577701995, 13.414911267794], [33.611586121121, 13.375352768299], [33.483333333333, 13.716666666666999]]"
526,238,235,239,"[[34.688353954176, 13.204924113232], [34.34748218517, 13.254178317936], [34.543575441617996, 12.836570111103999], [34.688353954176, 13.204924113232]]"
527,389,346,471,"[[12.705650918331001, 12.510935492495001], [12.274803680952001, 12.436662336192999], [12.572740538462998, 11.933191207404], [12.705650918331001, 12.510935492495001]]"
528,202,472,378,"[[15.000805325777, 13.396301379554], [14.979885642414999, 12.826990167850001], [15.358293666396001, 13.086310769331998], [15.000805325777, 13.396301379554]]"
529,436,247,437,"[[29.928352148403, 12.697623928817999], [30.382282996620003, 12.585450690934], [30.061705712213, 13.044036767720002], [29.928352148403, 12.697623928817999]]"
530,437,157,363,"[[30.061705712213, 13.044036767720002], [29.91305293614, 13.484398960862999], [29.716914797112004, 13.116801015961], [30.061705712213, 13.044036767720002]]"
531,436,392,247,"[[29.928352148403, 12.697623928817999], [30.052490105352, 12.210572097077], [30.382282996620003, 12.585450690934], [29.928352148403, 12.697623928817999]]"
532,190,473,397,"[[27.982014063413, 13.070739982876], [27.643205279447, 12.755377924557], [28.125316463125, 12.689365989238999], [27.982014063413, 13.070739982876]]"
533,326,379,275,"[[19.965546580239, 13.830822162521999], [19.973888948016, 13.38734698332], [20.298315644578, 13.688115055466001], [19.965546580239, 13.830822162521999]]"
534,379,382,380,"[[19.973888948016, 13.38734698332], [20.280593886247, 12.901057024297], [20.569592126137, 13.379390731967002], [19.973888948016, 13.38734698332]]"
535,474,384,412,"[[19.25693442582, 12.38267652225], [19.058502562262, 13.058024484412], [18.631454603633, 12.635145440566001], [19.25693442582, 12.38267652225]]"
536,402,380,383,"[[21.055360414128998, 13.236816651468], [20.569592126137, 13.379390731967002], [20.80249781167, 12.889944085364], [21.055360414128998, 13.236816651468]]"
537,352,475,382,"[[19.665747850372, 12.983121622706001], [19.988746376119, 12.208752905229002], [20.280593886247, 12.901057024297], [19.665747850372, 12.983121622706001]]"
538,335,338,476,"[[23.759773408541, 13.538216772974], [23.307315289656, 13.218513808907002], [23.690021619545004, 12.787731861700001], [23.759773408541, 13.538216772974]]"
539,465,357,375,"[[8.435296140196, 7.917698258954], [7.778143605976, 8.269122775468], [7.814331259862, 7.641678210836001], [8.435296140196, 7.917698258954]]"
540,477,330,478,"[[10.204609002731, 10.037409891389999], [9.655537700071, 9.999724861611], [10.081453590376, 9.435267965750999], [10.204609002731, 10.037409891389999]]"
541,11,142,451,"[[16.681521313072, 13.162936807708002], [16.062899151874, 13.197387296252], [16.268629722512, 12.819134912749], [16.681521313072, 13.162936807708002]]"
542,420,453,413,"[[17.854943153310998, 13.397379061401], [17.501433657908002, 13.204419158578999], [18.027325411124, 12.949917834714], [17.854943153310998, 13.397379061401]]"
543,9,450,453,"[[17.024313333475, 13.514102825052], [17.117374408529, 13.032190444135999], [17.501433657908002, 13.204419158578999], [17.024313333475, 13.514102825052]]"
544,229,412,384,"[[18.555354352958, 13.27724315532], [18.631454603633, 12.635145440566001], [19.058502562262, 13.058024484412], [18.555354352958, 13.27724315532]]"
545,479,480,481,"[[6.446404404778, 5.18659388703], [7.078363703532999, 5.115875631654], [6.880376518766, 5.797451842796001], [6.446404404778, 5.18659388703]]"
546,111,267,42,"[[4.892197136404, 6.437417803916], [5.2813614196800005, 5.903305874489], [5.304134722793, 6.471177910091], [4.892197136404, 6.437417803916]]"
547,454,482,483,"[[2.942868344466, 2.678012957161], [2.726034764693, 2.180863662658], [3.3423031613810004, 2.181572491445], [2.942868344466, 2.678012957161]]"
548,484,210,485,"[[2.426882956217, 2.705049746208], [1.942780666091, 2.5957792892160003], [2.236605220803, 2.269380239095], [2.426882956217, 2.705049746208]]"
549,470,256,255,"[[33.237100577701995, 13.414911267794], [32.900856820094, 13.49635549069], [32.912923488853004, 13.145038167037999], [33.237100577701995, 13.414911267794]]"
550,234,387,486,"[[33.983456255736, 13.331100290881], [33.611586121121, 13.375352768299], [33.729105141958, 13.048343014968], [33.983456255736, 13.331100290881]]"
551,234,388,387,"[[33.983456255736, 13.331100290881], [33.836666666667, 13.673333333333002], [33.611586121121, 13.375352768299], [33.983456255736, 13.331100290881]]"
552,430,239,431,"[[34.948104203284004, 12.441004448388], [34.543575441617996, 12.836570111103999], [34.524686355298, 12.409674920659], [34.948104203284004, 12.441004448388]]"
553,487,427,486,"[[33.863936682967, 12.782412669358001], [34.136783512873, 12.988746781568], [33.729105141958, 13.048343014968], [33.863936682967, 12.782412669358001]]"
554,488,489,490,"[[35.4230050054, 10.730268807281], [35.260585663244, 11.868012054143], [34.737620062599, 11.388170599224], [35.4230050054, 10.730268807281]]"
555,448,402,383,"[[21.345965134145, 12.722486417758], [21.055360414128998, 13.236816651468], [20.80249781167, 12.889944085364], [21.345965134145, 12.722486417758]]"
556,159,367,402,"[[21.525266071495, 13.367332578431], [21.186789534841, 13.596103051499], [21.055360414128998, 13.236816651468], [21.525266071495, 13.367332578431]]"
557,383,382,491,"[[20.80249781167, 12.889944085364], [20.280593886247, 12.901057024297], [20.818341251057998, 12.147574682504999], [20.80249781167, 12.889944085364]]"
558,492,312,403,"[[25.030992223178, 12.748631179872], [25.179452492817003, 13.184768944607999], [24.660576422233, 13.007035657202001], [25.030992223178, 12.748631179872]]"
559,493,454,6,"[[2.724866459335, 3.069304433061], [2.942868344466, 2.678012957161], [3.174587048053, 3.0872855601279996], [2.724866459335, 3.069304433061]]"
560,494,495,496,"[[4.616379067138, 4.526478849208], [4.386496178736, 4.119508868219], [4.961000296591, 3.912601670365], [4.616379067138, 4.526478849208]]"
561,444,441,497,"[[33.50451752357, 12.306770512239002], [33.114916026304996, 12.373537155963], [33.307890404310996, 11.945745387868], [33.50451752357, 12.306770512239002]]"
562,498,499,488,"[[35.181081002127, 9.470913654273], [36.499384350591, 10.210966196918], [35.4230050054, 10.730268807281], [35.181081002127, 9.470913654273]]"
563,500,501,502,"[[33.821285430177, 12.500480119102], [34.135896571612, 12.297678971614001], [34.186959159488, 12.649830144225], [33.821285430177, 12.500480119102]]"
564,503,504,505,"[[32.9757062608, 12.748463587136], [33.470093806687004, 12.712030488978], [33.321048667055, 13.063889265543], [32.9757062608, 12.748463587136]]"
565,22,21,245,"[[0.8501756569399999, -0.344441649274], [0.382984428142, -0.129208566158], [0.259149844413, -0.616031285029], [0.8501756569399999, -0.344441649274]]"
566,28,27,506,"[[1.466715719587, 2.5397177204859998], [1.3210970195799998, 2.140550021619], [1.80874658472, 2.134154992533], [1.466715719587, 2.5397177204859998]]"
567,507,508,509,"[[27.09289540605, 12.086711692332], [26.779905944710997, 12.362575928308999], [26.654921784369, 11.877946274424], [27.09289540605, 12.086711692332]]"
568,292,291,171,"[[36.23, 13.36], [36.301336928168, 13.004201482676], [36.586666666667, 13.303333333333], [36.23, 13.36]]"
569,510,269,172,"[[36.604387892803004, 12.300945206361], [36.939734350129, 12.518894949507999], [36.643949479833005, 12.846302741303], [36.604387892803004, 12.300945206361]]"
570,178,45,44,"[[27.428698117099, 13.188833210439], [27.343308492055996, 13.670003865460998], [27.027456200287, 13.548691495033], [27.428698117099, 13.188833210439]]"
571,81,160,45,"[[27.652805137373, 13.666103786340999], [27.513333333333, 14.026666666667], [27.343308492055996, 13.670003865460998], [27.652805137373, 13.666103786340999]]"
572,484,50,210,"[[2.426882956217, 2.705049746208], [1.9839476902250002, 3.036791920227], [1.942780666091, 2.5957792892160003], [2.426882956217, 2.705049746208]]"
573,67,433,260,"[[2.489404310295, 4.064498626872], [2.683055156389, 3.789876084205], [2.924977597866, 4.117184914918], [2.489404310295, 4.064498626872]]"
574,340,328,154,"[[22.292321537795, 13.265748433282], [22.432429320268998, 13.759609920955], [21.987705097029, 13.642300847126], [22.292321537795, 13.265748433282]]"
575,369,368,329,"[[22.788110951325002, 13.833661157677], [22.953333333333003, 14.25], [22.586666666667, 14.22], [22.788110951325002, 13.833661157677]]"
576,18,17,424,"[[1.104167699931, 1.42489960814], [0.8418432524959999, 1.191438881768], [1.238590705791, 0.782300015547], [1.104167699931, 1.42489960814]]"
577,27,41,40,"[[1.3210970195799998, 2.140550021619], [0.8466666666670001, 2.14], [1.126412478329, 1.826280731907], [1.3210970195799998, 2.140550021619]]"
578,435,52,511,"[[11.627253225903, 12.099262659015], [11.240353104952, 11.787678712634001], [11.770684284965, 11.703966348487999], [11.627253225903, 12.099262659015]]"
579,176,188,186,"[[11.136666666666999, 12.65], [11.499598336695001, 12.525144903401001], [11.393333333333, 12.93], [11.136666666666999, 12.65]]"
580,291,512,172,"[[36.301336928168, 13.004201482676], [36.21696105587, 12.574526765438002], [36.643949479833005, 12.846302741303], [36.301336928168, 13.004201482676]]"
581,36,172,37,"[[36.943333333333, 13.246666666666998], [36.643949479833005, 12.846302741303], [37.028814031426, 12.911619642311], [36.943333333333, 13.246666666666998]]"
582,513,510,514,"[[36.527292602332004, 11.5282337612], [36.604387892803004, 12.300945206361], [36.178524097943004, 12.063854895197], [36.527292602332004, 11.5282337612]]"
583,228,227,419,"[[38.959261254882, 12.250798599770999], [38.891334695477, 11.810065584791], [39.268603466006, 11.985741574869001], [38.959261254882, 12.250798599770999]]"
584,99,166,64,"[[3.4296822935030002, 4.596282489038], [3.669028516776, 4.890092399537], [3.161871823782, 4.934007253561], [3.4296822935030002, 4.596282489038]]"
585,358,515,266,"[[4.303898399436, 5.349190162214001], [4.599158015819, 5.034712067922], [4.854955372307, 5.466094624261], [4.303898399436, 5.349190162214001]]"
586,49,67,260,"[[2.647136214249, 4.355464148024], [2.489404310295, 4.064498626872], [2.924977597866, 4.117184914918], [2.647136214249, 4.355464148024]]"
587,484,516,50,"[[2.426882956217, 2.705049746208], [2.346475767861, 3.122566496578], [1.9839476902250002, 3.036791920227], [2.426882956217, 2.705049746208]]"
588,354,66,108,"[[2.291497469617, 3.7493148195699995], [2.103333333333, 4.046666666667], [1.916666666667, 3.733333333333], [2.291497469617, 3.7493148195699995]]"
589,433,67,354,"[[2.683055156389, 3.789876084205], [2.489404310295, 4.064498626872], [2.291497469617, 3.7493148195699995], [2.683055156389, 3.789876084205]]"
590,108,83,354,"[[1.916666666667, 3.733333333333], [2.111776175664, 3.413557267585], [2.291497469617, 3.7493148195699995], [1.916666666667, 3.733333333333]]"
591,517,260,433,"[[3.0511495424949997, 3.7865588334390003], [2.924977597866, 4.117184914918], [2.683055156389, 3.789876084205], [3.0511495424949997, 3.7865588334390003]]"
592,28,506,210,"[[1.466715719587, 2.5397177204859998], [1.80874658472, 2.134154992533], [1.942780666091, 2.5957792892160003], [1.466715719587, 2.5397177204859998]]"
593,518,99,47,"[[3.2364021515859998, 4.2937797808810005], [3.4296822935030002, 4.596282489038], [2.943353005837, 4.5781737012559995], [3.2364021515859998, 4.2937797808810005]]"
594,426,102,289,"[[10.123805445611, 10.499704531382001], [9.81457907812, 10.852797946924], [9.762363110408, 10.407827495151], [10.123805445611, 10.499704531382001]]"
595,102,426,377,"[[9.81457907812, 10.852797946924], [10.123805445611, 10.499704531382001], [10.307281264694, 10.836482975176], [9.81457907812, 10.852797946924]]"
596,267,111,268,"[[5.2813614196800005, 5.903305874489], [4.892197136404, 6.437417803916], [4.769069398162, 5.979504780671999], [5.2813614196800005, 5.903305874489]]"
597,301,447,302,"[[5.815114526117999, 7.028664030061001], [5.659343437918, 6.660776736329], [6.110949305618, 6.5998777770679995], [5.815114526117999, 7.028664030061001]]"
598,519,472,520,"[[14.834827414714, 12.243450512448002], [14.979885642414999, 12.826990167850001], [14.577058031942999, 12.674742158064001], [14.834827414714, 12.243450512448002]]"
599,202,390,472,"[[15.000805325777, 13.396301379554], [14.635141332821, 13.133620243267], [14.979885642414999, 12.826990167850001], [15.000805325777, 13.396301379554]]"
600,521,395,205,"[[29.052436243209996, 12.350674702358], [29.178189982105998, 12.754558564454], [28.819869862757002, 12.772623301872999], [29.052436243209996, 12.350674702358]]"
601,522,523,524,"[[30.817339156522003, 10.965957478965], [30.127386488277, 11.4836185606], [30.030037706477998, 10.658729807922], [30.817339156522003, 10.965957478965]]"
602,437,232,157,"[[30.061705712213, 13.044036767720002], [30.340170506360998, 13.209128097623001], [29.91305293614, 13.484398960862999], [30.061705712213, 13.044036767720002]]"
603,501,431,502,"[[34.135896571612, 12.297678971614001], [34.524686355298, 12.409674920659], [34.186959159488, 12.649830144225], [34.135896571612, 12.297678971614001]]"
604,445,444,497,"[[33.699276317817, 11.946329196895], [33.50451752357, 12.306770512239002], [33.307890404310996, 11.945745387868], [33.699276317817, 11.946329196895]]"
